t,Xx1,Xx2,Xx3,Xy1,Xy2,Xy3,Xt1,Xt2,Xt3,Zx1,Zx2,Zx3,Zy1,Zy2,Zy3,Zt1,Zt2,Zt3,Rx1,Rx2,Rx3,Ry1,Ry2,Ry3,Rt1,Rt2,Rt3,P11,P12,P13,P14,P15,P16,P17,P18,P19,P21,P22,P23,P24,P25,P26,P27,P28,P29,P31,P32,P33,P34,P35,P36,P37,P38,P39,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P58,P59,P61,P62,P63,P64,P65,P66,P67,P68,P69,P71,P72,P73,P74,P75,P76,P77,P78,P79,P81,P82,P83,P84,P85,P86,P87,P88,P89,P91,P92,P93,P94,P95,P96,P97,P98,P99
213,-0.6842303919327118,-0.02158228294271648,0.022118219856066795,-0.6387058847063648,-0.05585799940980486,0.2128281242141478,-2.0437032072061467,-1.232910028368697e-06,-7.861216238645567e-07,0.0,0.0,-0.20111294090747833,0.0,0.0,-0.07960720360279083,-2.043789780763647,0.0,0.0,0.0,0.0,0.0015577512456797504,0.0,0.0,0.002387517631501926,8.657355750019136e-05,1.232910028368697e-06,0.0,217.12338154215303,0.06666777652923948,7.406479285537678e-10,2.7423875146552753e-06,1.0271494858521727e-07,7.2046822081852e-10,-2.5571523227150907e-10,-8.13042367991878e-13,-2.783184745143461e-07,0.06666777652923947,1.3333552914905216,2.1796928159019977e-06,1.0271038751453077e-07,1.9755747294096864e-06,7.234280789858376e-07,-7.743629450797893e-09,-2.2567434566961165e-09,-2.835043346788652e-07,7.406479285537896e-10,2.179692815902029e-06,0.006589747722746108,7.203605373635502e-10,7.253516299318249e-07,0.0005948365519777669,-8.34896321494096e-10,-6.696104490041843e-06,-6.550118435778908e-06,2.74238751465527e-06,1.0271038751454213e-07,7.20360537363603e-10,217.12344252553024,0.06666976057641245,1.4665237776785615e-08,-8.372227407658204e-11,-1.892611008030548e-12,-9.258033538933317e-08,1.0271494858522899e-07,1.9755747294099312e-06,7.253516299319978e-07,0.06666976057641245,1.3333935911679848,1.620377657961127e-05,-2.612829897498518e-09,-2.0167965837527654e-09,-9.577640763246043e-08,7.204682208186481e-10,7.234280789858299e-07,0.0005948365519777662,1.4665237776785883e-08,1.620377657961128e-05,0.018072798326763184,-8.299364605300771e-10,-2.033278244091064e-06,-2.002412052278557e-06,-2.5571523226878863e-10,-7.743629450809618e-09,-8.3489632149907e-10,-8.372227407736643e-11,-2.612829897506943e-09,-8.299364605304836e-10,0.6180339890160899,9.121285362508907e-13,8.230344738627385e-09,-8.1304236799041e-13,-2.256743456683433e-09,-6.696104490023546e-06,-1.8926110080458325e-12,-2.016796583799613e-09,-2.033278244138549e-06,9.1212853622965e-13,6.233402113484026e-07,6.079726232654316e-07,-2.7831847451427244e-07,-2.835043346793634e-07,-6.5501184357246005e-06,-9.258033539016185e-08,-9.577640763435919e-08,-2.0024120523053606e-06,8.230344739234623e-09,6.079726233565452e-07,20.506250866231372
214,-0.6853095441516687,-0.025738484284959676,-0.31417839441411566,-0.6414988286901578,-0.04849132322342475,0.1735572160003796,-2.04414776343569,-2.3673236224134043e-06,-1.4297632507354954e-06,0.0,0.0,-0.009576806798577309,0.0,0.0,-0.3603273630142212,-2.044422547926145,0.0,0.0,0.0,0.0,0.0018312247556665079,0.0,0.0,0.0015790357415825795,0.0002747844904549268,2.3673236224134043e-06,0.0,218.13338170803468,0.06666777600129165,7.401516749763441e-10,2.7575976849555863e-06,1.0255583931934772e-07,7.190118500711256e-10,-2.477198557618856e-10,-8.268172086428192e-13,-2.7817508214701863e-07,0.06666777600129165,1.333355297520069,2.182310894270505e-06,1.0255824806286457e-07,1.9812494124618814e-06,7.274172013036557e-07,-7.867660682500126e-09,-2.292327232768439e-09,-2.837964731655018e-07,7.401516749763596e-10,2.182310894270593e-06,0.006591847783170922,7.237991311628095e-10,7.294185908031932e-07,0.0005982556700531137,-8.624173776669328e-10,-6.785748616947608e-06,-6.638177438044537e-06,2.757597684955583e-06,1.025582480628768e-07,7.237991311628032e-10,218.13344298556515,0.06666976058348704,1.4664736066287963e-08,-8.380594464354293e-11,-2.008645593429441e-12,-9.257191606557376e-08,1.0255583931935968e-07,1.9812494124619445e-06,7.294185908031314e-07,0.06666976058348704,1.333393587123499,1.620317220317619e-05,-2.4376115325946313e-09,-2.1443855403713022e-09,-9.192542126841705e-08,7.190118500711252e-10,7.274172013036354e-07,0.000598255670053103,1.4664736066287989e-08,1.620317220317623e-05,0.018073572124445533,-7.698561291367129e-10,-2.17187337056587e-06,-2.136198735982735e-06,-2.4771985576105825e-10,-7.867660682484953e-09,-8.624173776651892e-10,-8.380594464404775e-11,-2.4376115326412508e-09,-7.698561291526119e-10,0.6180339890160881,9.51427493957944e-13,8.23034856306455e-09,-8.268172086499717e-13,-2.2923272327446386e-09,-6.785748616975962e-06,-2.008645593428706e-12,-2.1443855403776603e-09,-2.171873370577592e-06,9.51427493972383e-13,6.233384200743539e-07,6.07971777819091e-07,-2.7817508214697257e-07,-2.8379647316359875e-07,-6.6381774380812744e-06,-9.25719160664512e-08,-9.192542126943122e-08,-2.136198735994029e-06,8.230348564940463e-09,6.079717778106897e-07,20.506250868075792
215,-0.6865964108656837,-0.04437922125825343,0.13500439194610064,-0.6439231893836878,-0.04649709809630364,0.40695106345371707,-2.044122166521555,3.5917861703773766e-06,1.7340312325238675e-06,0.0,0.0,-0.4291606545448303,0.0,0.0,-0.06464344263076782,-2.04410616434489,0.0,0.0,0.0,0.0,0.005409734273837452,0.0,0.0,0.0007140224171392623,1.600217666508641e-05,3.5917861703773766e-06,0.0,219.1433818738786,0.0666677758945111,7.413824601576505e-10,2.7728064793452674e-06,1.026278547894646e-07,7.234251384995075e-10,-2.4706861795287223e-10,-8.329308827558892e-13,-2.7805170159834376e-07,0.06666777589451112,1.3333553043296218,2.183317560280104e-06,1.0263417962291068e-07,1.9912077318858744e-06,7.329403295337969e-07,-7.97715898695877e-09,-2.291690946660081e-09,-2.859133371589813e-07,7.413824601576491e-10,2.18331756028008e-06,0.006591850939543052,7.309931044853199e-10,7.370495266379592e-07,0.0006055096988914165,-8.755236053021658e-10,-6.762274011085497e-06,-6.6155863140843034e-06,2.772806479345265e-06,1.0263417962291824e-07,7.309931044852682e-10,219.14344344559066,0.06666976048436236,1.4665345780375786e-08,-8.06134102211837e-11,-2.1735220058428498e-12,-9.237769155921022e-08,1.0262785478947209e-07,1.9912077318858625e-06,7.370495266380132e-07,0.06666976048436236,1.3333935879411047,1.6205019625299132e-05,-2.5341853822739216e-09,-2.32668429599881e-09,-9.317014084776233e-08,7.23425138499491e-10,7.329403295338424e-07,0.0006055096988914363,1.466534578037595e-08,1.620501962529914e-05,0.018074539675067124,-8.184122178603611e-10,-2.3748323374363215e-06,-2.3352523302290356e-06,-2.470686179522438e-10,-7.977158986982507e-09,-8.75523605305962e-10,-8.061341022227275e-11,-2.534185382294165e-09,-8.184122178647641e-10,0.6180339890160872,9.739042576510727e-13,8.230351008705395e-09,-8.329308827604997e-13,-2.2916909466451476e-09,-6.762274011059351e-06,-2.1735220058726513e-12,-2.3266842960310846e-09,-2.374832337482972e-06,9.739042576451435e-13,6.233378152048188e-07,6.079717083759561e-07,-2.7805170159821004e-07,-2.859133371591151e-07,-6.615586314056349e-06,-9.237769156009298e-08,-9.317014084851411e-08,-2.335252330267099e-06,8.230351009234351e-09,6.079717080886837e-07,20.506250869745163
216,-0.6888154548269679,-0.03158984197490313,-0.39999117141321533,-0.646248605656658,-0.03466772084775048,-0.2615514596033243,-2.043721037681597,-5.098941821711082e-06,-2.7865010739743245e-06,0.0,0.0,0.4279635548591614,0.0,0.0,-0.2346317619085312,-2.043473397182404,0.0,0.0,0.0,0.0,0.012831951091882732,0.0,0.0,0.002157500249582278,0.0002476404991931247,5.098941821711082e-06,0.0,220.15338203972888,0.06666777601389992,7.42126312732715e-10,2.7880475666148127e-06,1.0292655951006792e-07,7.280417878701995e-10,-2.489104982889427e-10,-8.396412510831916e-13,-2.7803503597451824e-07,0.06666777601389992,1.333355306069025,2.1844835773779245e-06,1.0294012117400837e-07,2.011719955267905e-06,7.384101311973417e-07,-7.975915756377295e-09,-2.3318303782023445e-09,-2.8645766309188283e-07,7.421263127327001e-10,2.1844835773779356e-06,0.0065949927703214785,7.314075541332349e-10,7.370276306496002e-07,0.0006027162052144676,-8.751992246398133e-10,-6.906908852037638e-06,-6.756644520782689e-06,2.788047566614811e-06,1.0294012117401197e-07,7.314075541332959e-10,220.1534439056083,0.06666976045974321,1.4665525392595779e-08,-8.141245898277849e-11,-1.958869771546356e-12,-9.224733203329655e-08,1.0292655951007147e-07,2.0117199552679523e-06,7.370276306497338e-07,0.06666976045974321,1.333393590548168,1.6204264503206182e-05,-2.7456442539885828e-09,-2.0873043724093925e-09,-9.792252076141998e-08,7.280417878702548e-10,7.384101311973641e-07,0.0006027162052146446,1.4665525392595767e-08,1.620426450320625e-05,0.018072596477641128,-8.868288297473525e-10,-2.0998966304273165e-06,-2.068691790134245e-06,-2.489104982891418e-10,-7.975915756356928e-09,-8.751992246371308e-10,-8.141245898361178e-11,-2.7456442540366167e-09,-8.868288297628848e-10,0.6180339890160866,9.86281255331352e-13,8.230359142302311e-09,-8.396412510908689e-13,-2.3318303782099806e-09,-6.906908852127732e-06,-1.958869771523609e-12,-2.0873043723522012e-09,-2.0998966304447193e-06,9.862812553331515e-13,6.233370684887816e-07,6.079712666863912e-07,-2.7803503597439775e-07,-2.8645766309125497e-07,-6.756644520824185e-06,-9.22473320341712e-08,-9.79225207623888e-08,-2.0686917901679877e-06,8.230359137275639e-09,6.079712666640091e-07,20.50625087125534
217,-0.690394819044622,-0.05141883380478542,0.4926044921630815,-0.6479812918375696,-0.06080605941922846,0.5616487121172344,-2.043177163087642,7.795244028124779e-06,3.9650471624822115e-06,0.0,0.0,-0.7410054206848145,0.0,0.0,0.18136078119277954,-2.042840630019895,0.0,0.0,0.0,0.0,0.016624057031450867,0.0,0.0,0.0013455276769358815,0.00033653306774716896,7.795244028124779e-06,0.0,221.16338220559544,0.06666777611999176,7.415492608811562e-10,2.803370166533898e-06,1.0360239469426546e-07,7.328480542590871e-10,-2.496286178370664e-10,-8.074883656328744e-13,-2.780440557502784e-07,0.06666777611999175,1.3333553143210113,2.1822693801737575e-06,1.0360596662500079e-07,2.0101631775923407e-06,7.353250672595207e-07,-8.113404841910493e-09,-2.2060657765850955e-09,-2.897488292593661e-07,7.41549260881164e-10,2.1822693801737478e-06,0.006585608931566589,7.28955318206974e-10,7.334791856998481e-07,0.0006001329571162303,-8.888832332656207e-10,-6.491884689163459e-06,-6.352181972951553e-06,2.803370166533897e-06,1.0360596662500412e-07,7.289553182069272e-10,221.16344436562997,0.0666697605108476,1.4667115474327143e-08,-8.552754576440136e-11,-2.211272486431103e-12,-9.235564134813243e-08,1.0360239469426848e-07,2.0101631775927875e-06,7.334791856997001e-07,0.06666976051084758,1.3333935864844253,1.6204972248398393e-05,-2.5270468537156925e-09,-2.3697630482570234e-09,-9.46460691713063e-08,7.328480542591202e-10,7.353250672596969e-07,0.0006001329571162492,1.4667115474327259e-08,1.6204972248398424e-05,0.018075460067958203,-7.954920648916214e-10,-2.430378652918762e-06,-2.3889264294634924e-06,-2.4962861783676067e-10,-8.113404841992086e-09,-8.888832332771292e-10,-8.552754576558167e-11,-2.5270468537408884e-09,-7.954920648985796e-10,0.6180339890160862,9.53062110210602e-13,8.23031983851378e-09,-8.074883656224251e-13,-2.206065776540801e-09,-6.4918846890599685e-06,-2.2112724864856003e-12,-2.369763048296264e-09,-2.4303786530066374e-06,9.530621101812958e-13,6.233411326211123e-07,6.07974465960991e-07,-2.7804405575013377e-07,-2.8974882925883024e-07,-6.352181972948364e-06,-9.23556413490119e-08,-9.464606917292797e-08,-2.388926429489116e-06,8.230319836280784e-09,6.079744661047215e-07,20.506250872624275
218,-0.6929658451301327,-0.017205264408859427,-0.06006626854435776,-0.6510221459485204,-0.034090876087634156,-0.0935465125887639,-2.04257785545911,-5.105566119031231e-06,-2.7315603142514994e-06,0.0,0.0,0.12330138683319092,0.0,0.0,-0.008978256024420261,-2.042207862857397,0.0,0.0,0.0,0.0,0.012669711106402096,0.0,0.0,0.0019493656475236456,0.0003699926017128874,5.105566119031231e-06,0.0,222.17338237149323,0.06666777637386935,7.414997111068555e-10,2.818755958680411e-06,1.0389406278522285e-07,7.288750559936105e-10,-2.524086667581933e-10,-8.419789041038714e-13,-2.782123000617759e-07,0.06666777637386932,1.3333552931280297,2.1822396146462908e-06,1.0389115137646316e-07,2.0033133845390787e-06,7.29236686036958e-07,-7.744877738416271e-09,-2.3536468270191556e-09,-2.8242812588148733e-07,7.414997111068167e-10,2.182239614646242e-06,0.006596001649363946,7.197682725135208e-10,7.237113803652693e-07,0.0005897285541876397,-8.415570198713674e-10,-7.0007649517712e-06,-6.847409185556202e-06,2.818755958680411e-06,1.0389115137647563e-07,7.197682725133913e-10,222.1734448256466,0.0666697604365172,1.4664701038283111e-08,-8.319438488327781e-11,-1.7887550833659372e-12,-9.229530577904314e-08,1.0389406278523597e-07,2.0033133845392375e-06,7.237113803653249e-07,0.0666697604365172,1.3333935924169291,1.620428129670118e-05,-2.7965506544430526e-09,-1.897838975311577e-09,-9.961071353529259e-08,7.288750559937714e-10,7.292366860369757e-07,0.0005897285541876553,1.4664701038283279e-08,1.6204281296701074e-05,0.018072321028355254,-9.008648328022884e-10,-1.887184677966248e-06,-1.8615496777295927e-06,-2.5240866675959246e-10,-7.74487773833342e-09,-8.415570198594948e-10,-8.319438488424709e-11,-2.7965506545308645e-09,-9.008648328309865e-10,0.6180339890160886,9.549068156737634e-13,8.23036794234601e-09,-8.41978904121122e-13,-2.3536468270410358e-09,-7.000764951720385e-06,-1.7887550832382594e-12,-1.8978389752453168e-09,-1.887184677830091e-06,9.549068157229049e-13,6.233366109995864e-07,6.079700971130683e-07,-2.7821230006161395e-07,-2.8242812588362307e-07,-6.8474091855108604e-06,-9.229530577995577e-08,-9.961071353509269e-08,-1.8615496776098167e-06,8.230367944145873e-09,6.07970097155075e-07,20.506250873857518
219,-0.6938261032457038,-0.027514008129495712,-0.08305706603569964,-0.6527265214279266,-0.052713068439260366,0.11523395704377615,-2.0421537535415157,3.13941725171238e-07,9.434917589698276e-08,0.0,0.0,-0.06823474913835526,0.0,0.0,-0.1280897855758667,-2.041891479276154,0.0,0.0,0.0,0.0,0.0033362437219298796,0.0,0.0,0.0017349902825712082,0.00026227426536173937,3.13941725171238e-07,0.0,223.18338253736346,0.06666777597087814,7.400943805432542e-10,2.8341534692858948e-06,1.0385356504682697e-07,7.230399945202863e-10,-2.465732277795651e-10,-8.094524359153313e-13,-2.7802049224602695e-07,0.06666777597087813,1.3333553135008036,2.1820515394335004e-06,1.038381773528538e-07,1.975810444144585e-06,7.189062830704581e-07,-8.158023711519339e-09,-2.2324097439903216e-09,-2.89870974034361e-07,7.400943805432348e-10,2.1820515394334428e-06,0.006586443980647687,7.125279528410125e-10,7.159112552292368e-07,0.0005852046684976194,-8.97732589376153e-10,-6.5935435130775326e-06,-6.451532075022757e-06,2.8341534692858965e-06,1.038381773528641e-07,7.125279528409946e-10,223.18344528567067,0.06666976054600642,1.4666033528534773e-08,-8.699948526547002e-11,-2.048136820655623e-12,-9.248618731469208e-08,1.0385356504683758e-07,1.9758104441446643e-06,7.159112552292724e-07,0.06666976054600642,1.3333935863239363,1.6203746803692116e-05,-2.335706999313862e-09,-2.188907027727942e-09,-9.073612915895843e-08,7.230399945203031e-10,7.189062830704939e-07,0.0005852046684976487,1.4666033528534612e-08,1.62037468036921e-05,0.018075259122187288,-7.225391755590896e-10,-2.229793805056328e-06,-2.191615182029926e-06,-2.4657322777853856e-10,-8.158023711455365e-09,-8.977325893682875e-10,-8.69994852674537e-11,-2.3357069992028356e-09,-7.225391755125713e-10,0.6180339890160859,9.61253508275172e-13,8.230316081893628e-09,-8.094524359140753e-13,-2.232409743992795e-09,-6.593543513108421e-06,-2.0481368206553295e-12,-2.1889070277335097e-09,-2.2297938050565535e-06,9.612535082843947e-13,6.233407372957802e-07,6.079742655754263e-07,-2.780204922459739e-07,-2.898709740344636e-07,-6.451532075052797e-06,-9.248618731555243e-08,-9.073612915654833e-08,-2.1916151820269472e-06,8.230316083310723e-09,6.079742655984433e-07,20.506250874979724
220,-0.6952018097538168,-0.03381757849736093,-0.1223558754495555,-0.6553622171283673,-0.05182450031645883,0.06478692466763897,-2.0416005744728074,-3.774957654599282e-07,-2.681405010618449e-07,0.0,0.0,-0.0011971008498221636,0.0,0.0,-0.13826514780521393,-2.0412587121136565,0.0,0.0,0.0,0.0,0.0009636129103441403,0.0,0.0,0.00016766536923071285,0.0003418623591509018,3.774957654599282e-07,0.0,224.1933827032443,0.06666777627823951,7.398294318920725e-10,2.84947754941166e-06,1.0312010354865131e-07,7.133241816799549e-10,-2.521189137616022e-10,-8.228589957000884e-13,-2.781950323108237e-07,0.06666777627823953,1.3333552950145244,2.17943503746325e-06,1.0310458356256242e-07,1.957457176704138e-06,7.131710108780037e-07,-7.8503980515299e-09,-2.271403558010946e-09,-2.846346561467256e-07,7.398294318920431e-10,2.179435037463255e-06,0.006588710751372565,7.065684588409879e-10,7.107652447178802e-07,0.0005809433110850534,-8.507997440966981e-10,-6.721883949669219e-06,-6.575626068531383e-06,2.849477549411663e-06,1.0310458356256964e-07,7.065684588410003e-10,224.1934457456904,0.06666976044708356,1.4665649330828399e-08,-7.99296446831805e-11,-2.0637212743891085e-12,-9.223835212786731e-08,1.0312010354865867e-07,1.9574571767042312e-06,7.107652447177511e-07,0.06666976044708357,1.3333935918765414,1.6206587744830097e-05,-2.5687766416862025e-09,-2.2065253059692368e-09,-9.368249765897993e-08,7.133241816800012e-10,7.131710108780636e-07,0.0005809433110850673,1.4665649330828675e-08,1.620658774483004e-05,0.01807585531319701,-8.325702552205037e-10,-2.2466158356752786e-06,-2.210516681865341e-06,-2.521189137599906e-10,-7.850398051546862e-09,-8.507997441005051e-10,-7.99296446818231e-11,-2.568776641664374e-09,-8.325702552205558e-10,0.6180339890160885,9.414310976721467e-13,8.230348563524902e-09,-8.228589957055965e-13,-2.2714035580238345e-09,-6.721883949686378e-06,-2.0637212743991582e-12,-2.2065253059644458e-09,-2.2466158356928744e-06,9.414310976844082e-13,6.233389526435335e-07,6.079720696436894e-07,-2.7819503231077805e-07,-2.8463465614746095e-07,-6.575626068558101e-06,-9.223835212857096e-08,-9.368249765768394e-08,-2.2105166818835283e-06,8.230348564457952e-09,6.079720695773005e-07,20.50625087599047
221,-0.6968927198332653,-0.03898509588201014,-0.3605900750799638,-0.6579535686111455,-0.054002302002403364,-0.08083340658027532,-2.041193726691462,-1.9248313460559776e-06,-1.100029044385389e-06,0.0,0.0,0.2388216108083725,0.0,0.0,-0.2849099934101105,-2.04094232853239,0.0,0.0,0.0,0.0,0.0032174975865274513,0.0,0.0,0.00021705056218640495,0.0002513981590719361,1.9248313460559776e-06,0.0,225.20338286910965,0.0666677759632551,7.384382220883874e-10,2.864682393867672e-06,1.0228000293153586e-07,7.073466130982493e-10,-2.4839929424758613e-10,-8.18780944155477e-13,-2.781110455633871e-07,0.06666777596325509,1.3333552958680261,2.179434075616889e-06,1.0226603904859198e-07,1.9421966913412558e-06,7.074095502967961e-07,-7.912867970151875e-09,-2.261812896999504e-09,-2.848796523235995e-07,7.384382220883939e-10,2.179434075616742e-06,0.006587399961920415,6.998695429569799e-10,7.037970009266859e-07,0.0005747344225089893,-8.665000045148372e-10,-6.689416979590542e-06,-6.544319124249251e-06,2.8646823938676767e-06,1.0226603904859758e-07,6.998695429567855e-10,225.20344620571416,0.06666976054338632,1.4668450125238004e-08,-8.1697213560269e-11,-2.0836345451493227e-12,-9.214231025319168e-08,1.0228000293154203e-07,1.9421966913413113e-06,7.037970009266721e-07,0.0666697605433863,1.3333935948549722,1.620756548713699e-05,-2.631258933177187e-09,-2.2291104736334824e-09,-9.558080396876384e-08,7.073466130982948e-10,7.074095502968144e-07,0.0005747344225089405,1.466845012523809e-08,1.6207565487137157e-05,0.018076669020223486,-8.396497848630376e-10,-2.274374624267025e-06,-2.2377778455191287e-06,-2.48399294247307e-10,-7.912867970171578e-09,-8.665000045172555e-10,-8.169721355932896e-11,-2.631258933189471e-09,-8.396497848692006e-10,0.6180339890160874,9.555031956569701e-13,8.230339698330055e-09,-8.187809441572945e-13,-2.2618128969979967e-09,-6.6894169795764726e-06,-2.0836345451517235e-12,-2.2291104736405098e-09,-2.2743746243062376e-06,9.555031956539484e-13,6.233392628409525e-07,6.079726954298878e-07,-2.781110455633783e-07,-2.8487965232479786e-07,-6.544319124252626e-06,-9.21423102537995e-08,-9.558080396861412e-08,-2.2377778455914234e-06,8.230339697462977e-09,6.079726952989972e-07,20.50625087690724
222,-0.6988419192452431,-0.053229881188450616,0.10091840317126483,-0.6606535508408522,-0.062099396104592995,0.06308611212666945,-2.0398652408953586,3.3938558925563705e-06,1.7002143410942986e-06,0.0,0.0,-0.10594342648983002,0.0,0.0,0.0628477931022644,-2.039044027044897,0.0,0.0,0.0,0.0,0.003967922100394719,0.0,0.0,0.0014843089679645316,0.0008212138504615218,3.3938558925563705e-06,0.0,226.21338303494562,0.06666777582705487,7.37882641284754e-10,2.8797651551236705e-06,1.014640283627903e-07,7.0181703755324e-10,-2.4816241942665643e-10,-8.13441718602285e-13,-2.780430389155583e-07,0.06666777582705485,1.3333552928640118,2.177952094294653e-06,1.014478626182451e-07,1.9229170514612814e-06,7.007546311005835e-07,-7.894210258991507e-09,-2.2349823285489998e-09,-2.8427966478341384e-07,7.37882641284719e-10,2.17795209429468e-06,0.006585010977474458,6.947200142409763e-10,6.986358598407747e-07,0.0005712753323763628,-8.62330712121136e-10,-6.5982650553133505e-06,-6.455322765048831e-06,2.879765155123675e-06,1.0144786261824924e-07,6.947200142410511e-10,226.213446665755,0.06666976066852656,1.4670311650009783e-08,-8.358725666465154e-11,-2.198653892217553e-12,-9.214078199671817e-08,1.0146402836279481e-07,1.922917051461176e-06,6.986358598407331e-07,0.06666976066852658,1.333393597629175,1.6209418243555285e-05,-2.6696354751823727e-09,-2.357688655360542e-09,-9.72136580361112e-08,7.018170375532434e-10,7.007546311005072e-07,0.0005712753323763569,1.4670311650009801e-08,1.6209418243555325e-05,0.018078234865879443,-8.484081225826896e-10,-2.4229946375410764e-06,-2.3829327831349837e-06,-2.481624194269247e-10,-7.894210258981935e-09,-8.623307121198412e-10,-8.358725666453324e-11,-2.669635475221694e-09,-8.484081225958976e-10,0.6180339890160877,9.473963626222318e-13,8.230336953579276e-09,-8.134417186026143e-13,-2.234982328549872e-09,-6.5982650553087596e-06,-2.1986538922816843e-12,-2.3576886553802746e-09,-2.422994637604841e-06,9.473963626593604e-13,6.233397759615168e-07,6.079730113047132e-07,-2.7804303891560696e-07,-2.8427966478447533e-07,-6.4553227650213615e-06,-9.214078199728905e-08,-9.721365803846229e-08,-2.38293278316125e-06,8.230336950886376e-09,6.0797301126847e-07,20.506250877736456
223,-0.7015034257467975,-0.03856321673849585,-0.03248030644861408,-0.6637584770873153,-0.0612954695367131,0.1225811436956854,-2.0393576239851146,-7.638530269398439e-07,-4.587671043977606e-07,0.0,0.0,-0.09516951441764832,0.0,0.0,-0.08559270948171616,-2.039044027044897,0.0,0.0,0.0,0.0,0.0005112667159028195,0.0,0.0,0.001207015979084597,0.0003135969402174865,7.638530269398439e-07,0.0,227.2233832007605,0.0666677756801741,7.366251285961204e-10,2.8947180100251017e-06,1.0055745011683178e-07,6.937954609320915e-10,-2.4769000214455166e-10,-8.119576981645613e-13,-2.7795047021657143e-07,0.06666777568017408,1.3333552861539602,2.176702112719271e-06,1.0054384505914188e-07,1.9093612001236335e-06,6.916694471355433e-07,-7.803780719176506e-09,-2.2543947402354745e-09,-2.820213105101005e-07,7.366251285961194e-10,2.176702112719234e-06,0.006585421487796109,6.785336955482869e-10,6.814810661716706e-07,0.0005533224771719534,-8.517512642271628e-10,-6.6846166885483445e-06,-6.539298325086788e-06,2.894718010025107e-06,1.005438450591412e-07,6.785336955483386e-10,227.22344712581526,0.06666976080504332,1.4670727001676467e-08,-8.516491808418078e-11,-1.9782968713219955e-12,-9.221353328789003e-08,1.0055745011683118e-07,1.9093612001235895e-06,6.814810661718271e-07,0.06666976080504335,1.3333936021999426,1.620968100528894e-05,-2.817843304142604e-09,-2.1139256597911204e-09,-1.009449848563064e-07,6.937954609320375e-10,6.916694471355387e-07,0.0005533224771720119,1.4670727001676517e-08,1.620968100528866e-05,0.018077656495139986,-8.956229363567003e-10,-2.149210552644983e-06,-2.1169975809326565e-06,-2.4769000214447205e-10,-7.803780719170273e-09,-8.517512642272578e-10,-8.516491808490567e-11,-2.817843304210371e-09,-8.95622936378448e-10,0.6180339890160882,9.41057708442902e-13,8.230336616073835e-09,-8.119576981611509e-13,-2.2543947402385867e-09,-6.684616688524609e-06,-1.978296871328722e-12,-2.1139256597789704e-09,-2.1492105526381392e-06,9.41057708439721e-13,6.233398810040328e-07,6.079729655725635e-07,-2.779504702166682e-07,-2.820213105094197e-07,-6.539298325057795e-06,-9.221353328854439e-08,-1.0094498485710874e-07,-2.1169975809262614e-06,8.230336614436968e-09,6.07972965749326e-07,20.506250878486508
224,-0.7034315646262285,-0.0377761215173284,0.16269630878738767,-0.6668232271510112,-0.057953027597388615,0.14326213605609278,-2.0391638506577117,1.3578460630389983e-06,6.668863622731933e-07,0.0,0.0,-0.20231004059314728,0.0,0.0,0.08140285313129425,-2.039044027044897,0.0,0.0,0.0,0.0,0.0010145727855941644,0.0,0.0,0.0009396319826125155,0.00011982361281459575,1.3578460630389983e-06,0.0,228.2333833665439,0.06666777543585622,7.358220629300033e-10,2.9095464459701107e-06,9.974265604972539e-08,6.851031509286386e-10,-2.4580104056110137e-10,-8.173857888989389e-13,-2.7775453779722905e-07,0.06666777543585622,1.3333552854758222,2.1762950365842677e-06,9.971023980907261e-08,1.8615170215549975e-06,6.742129735370415e-07,-7.868592218393458e-09,-2.2666726484424772e-09,-2.8283471365742197e-07,7.358220629299902e-10,2.1762950365842986e-06,0.006585653488043066,6.690162691481863e-10,6.713260707450537e-07,0.0005484966128651943,-8.595403723661772e-10,-6.720287390110022e-06,-6.574267267929572e-06,2.909546445970115e-06,9.971023980907156e-08,6.690162691482816e-10,228.23344758590062,0.0666697609883132,1.467127693219278e-08,-8.836526656887838e-11,-2.042753005187876e-12,-9.246641536817329e-08,9.974265604972398e-08,1.861517021555133e-06,6.713260707451685e-07,0.0666697609883132,1.3333936020090058,1.620958997703068e-05,-2.5879345794264047e-09,-2.1850912323467907e-09,-9.698248506675189e-08,6.851031509286577e-10,6.742129735371215e-07,0.0005484966128652096,1.4671276932192523e-08,1.6209589977030724e-05,0.018078788993446324,-8.034606618689723e-10,-2.234235832730122e-06,-2.197810961557505e-06,-2.45801040560955e-10,-7.868592218369785e-09,-8.595403723632252e-10,-8.836526657043814e-11,-2.5879345794332302e-09,-8.034606618665733e-10,0.618033989016088,9.489949484143824e-13,8.230344279978838e-09,-8.173857889016228e-13,-2.2666726484516238e-09,-6.72028739013497e-06,-2.0427530051803523e-12,-2.1850912323527033e-09,-2.234235832707045e-06,9.48994948413753e-13,6.233390294334253e-07,6.079723197309928e-07,-2.777545377972886e-07,-2.8283471365631384e-07,-6.574267267961367e-06,-9.246641536883418e-08,-9.698248506700698e-08,-2.1978109615338016e-06,8.230344282595343e-09,6.079723198215703e-07,20.506250879164824
